ID,Gender,Age,Native,KoreanVisit,KoreanDrama,KoreanLanguage,SojuQuestion,KoreanRestaurant,KoreanFriends,Qualitative,Condition,StimGender,Resp,RespType,Question
R_9G3D1JLZVUCiW7T,male,29,English,Never,Occasionally,None,No,Yes,No,How loud the sound was. ,KheuKhya,Female,First,Kheu,unpleasant
R_9G3D1JLZVUCiW7T,male,29,English,Never,Occasionally,None,No,Yes,No,How loud the sound was. ,KheuKhya,Male,First,Kheu,unpleasant
R_Ao2gGaaB8sAZLu9,female,42,English,Never,Never,None,No,No,No,what sounded more annoying to me ,KheuKhya,Male,Second,Khya,unpleasant
R_Ao2gGaaB8sAZLu9,female,42,English,Never,Never,None,No,No,No,what sounded more annoying to me ,KheuKhya,Female,First,Kheu,unpleasant
R_cUZZM5K1ZJtzYHL,female,52,english,Never,Never,None,No,No,No,the one that was more intensed,KheuKhya,Male,Second,Khya,unpleasant
R_cUZZM5K1ZJtzYHL,female,52,english,Never,Never,None,No,No,No,the one that was more intensed,KheuKhya,Female,First,Kheu,unpleasant
R_DobcA334SPDgqNb,male,39,English,Lived 0-5 years,Occasionally,None,Maybe,Maybe,Maybe,na,KheuKhya,Female,Second,Khya,unpleasant
R_DobcA334SPDgqNb,male,39,English,Lived 0-5 years,Occasionally,None,Maybe,Maybe,Maybe,na,KhyaKheu,Male,Second,Kheu,unpleasant
R_em8VmRp11OlTUid,female,34,English,Never,Rarely,None,No,No,Yes,I noticed that some sounds had differentiating pitches and length.,KhyaKheu,Female,First,Khya,unpleasant
R_em8VmRp11OlTUid,female,34,English,Never,Rarely,None,No,No,Yes,I noticed that some sounds had differentiating pitches and length.,KhyaKheu,Male,Second,Kheu,unpleasant
R_eyRHogB8LoeFk77,male,38,English,Lived 0-5 years,Regularly,Advanced,Maybe,Yes,Yes,Nothing audio is normal and easy to identify which is one unpleasant,KhyaKheu,Male,Second,Kheu,unpleasant
R_eyRHogB8LoeFk77,male,38,English,Lived 0-5 years,Regularly,Advanced,Maybe,Yes,Yes,Nothing audio is normal and easy to identify which is one unpleasant,KheuKhya,Female,First,Kheu,unpleasant
R_O9ZLuQUI3RS7Hih,male,33,english,Never,Never,None,No,No,No,the sounds were unpleasant,KheuKhya,Female,Second,Khya,unpleasant
R_O9ZLuQUI3RS7Hih,male,33,english,Never,Never,None,No,No,No,the sounds were unpleasant,KhyaKheu,Male,Second,Kheu,unpleasant
R_p4av1ur1aqHbGrn,male,31,English,Never,Never,None,No,No,No,Personal judgment. I just went with whichever ones irked me the most. ,KhyaKheu,Male,Second,Kheu,unpleasant
R_p4av1ur1aqHbGrn,male,31,English,Never,Never,None,No,No,No,Personal judgment. I just went with whichever ones irked me the most. ,KheuKhya,Female,Second,Khya,unpleasant
R_Q01jhR6lxWbrrnb,male,43,ENGLISH,Never,Never,None,No,No,Yes,intensity of the sound,KheuKhya,Female,Second,Khya,unpleasant
R_Q01jhR6lxWbrrnb,male,43,ENGLISH,Never,Never,None,No,No,Yes,intensity of the sound,KheuKhya,Male,First,Kheu,unpleasant
R_qDEvKUAVt84Q7AJ,male,28,ENGLISH,Short visit(s),Regularly,None,Maybe,Maybe,Maybe,no it was good to here the sound,KheuKhya,Male,Second,Khya,unpleasant
R_qDEvKUAVt84Q7AJ,male,28,ENGLISH,Short visit(s),Regularly,None,Maybe,Maybe,Maybe,no it was good to here the sound,KheuKhya,Female,Second,Khya,unpleasant
R_sk6wJg6Bka4kuBj,female,43,English,Never,Regularly,Novice,No,No,No,Just listened to what was more harsh to my ears,KhyaKheu,Female,Second,Kheu,unpleasant
R_sk6wJg6Bka4kuBj,female,43,English,Never,Regularly,Novice,No,No,No,Just listened to what was more harsh to my ears,KheuKhya,Male,First,Kheu,unpleasant
R_SO7rlu2xvbp7OCJ,,NA,,,,,,,,,NA,NA,NA,NA,unpleasant
R_SO7rlu2xvbp7OCJ,,NA,,,,,,,,,NA,NA,NA,NA,unpleasant
R_szDf764BL0ei8rD,male,28,English,Short visit(s),Rarely,Advanced,Yes,Yes,Maybe,in pleasent,KhyaKheu,Male,First,Khya,unpleasant
R_szDf764BL0ei8rD,male,28,English,Short visit(s),Rarely,Advanced,Yes,Yes,Maybe,in pleasent,KheuKhya,Female,First,Kheu,unpleasant
R_TgYRRwnrYrDGvjb,male,46,English,Never,Never,None,No,Maybe,No,"I don't know what influenced my decision, I just went with my gut feeling.",KheuKhya,Male,First,Kheu,unpleasant
R_TgYRRwnrYrDGvjb,male,46,English,Never,Never,None,No,Maybe,No,"I don't know what influenced my decision, I just went with my gut feeling.",KheuKhya,Female,First,Kheu,unpleasant
R_TkphkVE89XnaOeR,male,39,English,Never,Regularly,Novice,Yes,No,Yes,"The thing that influenced my judgment was the sharper, breathier nature of each of the first samples. They sound more like a hiss, which makes them sound more unpleasant. ",KhyaKheu,Female,First,Khya,unpleasant
R_TkphkVE89XnaOeR,male,39,English,Never,Regularly,Novice,Yes,No,Yes,"The thing that influenced my judgment was the sharper, breathier nature of each of the first samples. They sound more like a hiss, which makes them sound more unpleasant. ",KhyaKheu,Male,First,Khya,unpleasant
R_vVn1k1gDPKlyMEN,male,33,English.Yes i can speak multiple languages.,Never,Rarely,Novice,No,Maybe,Maybe,Its basically known about the sounds.So i choosed.,KheuKhya,Female,Second,Khya,unpleasant
R_vVn1k1gDPKlyMEN,male,33,English.Yes i can speak multiple languages.,Never,Rarely,Novice,No,Maybe,Maybe,Its basically known about the sounds.So i choosed.,KheuKhya,Male,Second,Khya,unpleasant
R_XtedJ5icN2Vyvqp,male,33,English,Never,Never,None,No,Yes,Yes,I really just went but gut feel.  Nothing really stood out all that much,KheuKhya,Male,First,Kheu,unpleasant
R_XtedJ5icN2Vyvqp,male,33,English,Never,Never,None,No,Yes,Yes,I really just went but gut feel.  Nothing really stood out all that much,KheuKhya,Female,Second,Khya,unpleasant
R_Xzarv5TbYq5OBbz,male,20,english,Never,Rarely,None,No,Maybe,No,The ones that are more drawn out sound worse,KheuKhya,Male,Second,Khya,unpleasant
R_Xzarv5TbYq5OBbz,male,20,english,Never,Rarely,None,No,Maybe,No,The ones that are more drawn out sound worse,KhyaKheu,Female,Second,Kheu,unpleasant
R_yxxkPkJY67xLWWR,female,33,english,Never,Never,None,No,No,No,it kind of hurt my ears to hear the unpleasant ones,KheuKhya,Female,First,Kheu,unpleasant
R_yxxkPkJY67xLWWR,female,33,english,Never,Never,None,No,No,No,it kind of hurt my ears to hear the unpleasant ones,KhyaKheu,Male,Second,Kheu,unpleasant
R_z20gXN9SCJIRfBT,female,33,english,Lived 0-5 years,Regularly,None,Maybe,Yes,Maybe,it is very nice,KhyaKheu,Female,First,Khya,unpleasant
R_z20gXN9SCJIRfBT,female,33,english,Lived 0-5 years,Regularly,None,Maybe,Yes,Maybe,it is very nice,KhyaKheu,Male,Second,Kheu,unpleasant
R_z6d4ET2bue0hm5r,female,19,English,Never,Regularly,None,No,Yes,Yes,"The second ones sounded much more lower and harsher. The lower the tone, the more it sounded more unpleasant.",KhyaKheu,Male,Second,Kheu,unpleasant
R_z6d4ET2bue0hm5r,female,19,English,Never,Regularly,None,No,Yes,Yes,"The second ones sounded much more lower and harsher. The lower the tone, the more it sounded more unpleasant.",KhyaKheu,Female,Second,Kheu,unpleasant
R_zTCUCf5PMZdp4Tn,male,29,ENGLISH,Short visit(s),Regularly,None,Yes,Yes,Yes,very surprise voice,KhyaKheu,Male,Second,Kheu,unpleasant
R_zTCUCf5PMZdp4Tn,male,29,ENGLISH,Short visit(s),Regularly,None,Yes,Yes,Yes,very surprise voice,KhyaKheu,Female,Second,Kheu,unpleasant
